Archivo,Tiempo (segundos),Calidad
100-300-001.txt,0.158406,78
100-300-002.txt,0.153308,87
100-300-003.txt,0.152987,88
100-300-004.txt,0.156078,91
100-300-005.txt,0.156104,80
100-300-006.txt,0.143858,81
100-300-007.txt,0.139891,85
100-300-008.txt,0.147456,73
100-300-009.txt,0.141371,85
100-300-010.txt,0.142596,79
100-300-011.txt,0.143562,81
100-300-012.txt,0.142402,78
100-300-013.txt,0.150373,80
100-300-014.txt,0.147447,81
100-300-015.txt,0.153744,83
100-300-016.txt,0.150814,85
100-300-017.txt,0.14893,86
100-300-018.txt,0.1547,90
100-300-019.txt,0.164404,79
100-300-020.txt,0.165429,80
100-300-021.txt,0.162764,91
100-300-022.txt,0.166139,83
100-300-023.txt,0.168908,89
100-300-024.txt,0.165822,81
100-300-025.txt,0.159304,87
100-300-026.txt,0.16416,84
100-300-027.txt,0.165662,76
100-300-028.txt,0.165922,82
100-300-029.txt,0.161895,77
100-300-030.txt,0.165609,87
100-300-031.txt,0.151853,82
100-300-032.txt,0.146005,80
100-300-033.txt,0.144195,82
100-300-034.txt,0.152203,85
100-300-035.txt,0.149655,86
100-300-036.txt,0.148816,76
100-300-037.txt,0.147904,77
100-300-038.txt,0.132999,86
100-300-039.txt,0.137728,73
100-300-040.txt,0.131825,81
100-300-041.txt,0.134574,82
100-300-042.txt,0.133342,86
100-300-043.txt,0.133869,82
100-300-044.txt,0.139599,75
100-300-045.txt,0.155782,87
100-300-046.txt,0.156161,90
100-300-047.txt,0.148186,79
100-300-048.txt,0.151007,82
100-300-049.txt,0.155892,85
100-300-050.txt,0.153321,79
100-300-051.txt,0.165419,82
100-300-052.txt,0.163297,87
100-300-053.txt,0.160126,84
100-300-054.txt,0.166128,89
100-300-055.txt,0.162941,89
100-300-056.txt,0.160607,87
100-300-057.txt,0.162601,81
100-300-058.txt,0.162284,81
100-300-059.txt,0.160277,86
100-300-060.txt,0.161434,90
100-300-061.txt,0.164624,72
100-300-062.txt,0.163509,84
100-300-063.txt,0.17256,70
100-300-064.txt,0.174286,80
100-300-065.txt,0.174771,77
100-300-066.txt,0.170265,83
100-300-067.txt,0.17217,83
100-300-068.txt,0.168363,79
100-300-069.txt,0.146726,72
100-300-070.txt,0.150527,76
100-300-071.txt,0.148309,83
100-300-072.txt,0.153018,91
100-300-073.txt,0.151929,83
100-300-074.txt,0.157182,86
100-300-075.txt,0.154472,81
100-300-076.txt,0.144507,87
100-300-077.txt,0.151209,89
100-300-078.txt,0.146994,86
100-300-079.txt,0.146172,82
100-300-080.txt,0.1522,86
100-300-081.txt,0.151498,82
100-300-082.txt,0.160406,69
100-300-083.txt,0.157548,80
100-300-084.txt,0.160387,84
100-300-085.txt,0.163046,84
100-300-086.txt,0.157161,87
100-300-087.txt,0.163764,70
100-300-088.txt,0.14793,78
100-300-089.txt,0.156874,81
100-300-090.txt,0.154766,85
100-300-091.txt,0.155285,81
100-300-092.txt,0.156671,74
100-300-093.txt,0.154113,79
100-300-094.txt,0.155238,82
100-300-095.txt,0.159034,79
100-300-096.txt,0.159248,85
100-300-097.txt,0.161924,86
100-300-098.txt,0.153939,82
100-300-099.txt,0.159282,83
100-300-100.txt,0.154221,84
100-600-001.txt,0.680454,95
100-600-002.txt,0.686474,90
100-600-003.txt,0.650273,83
100-600-004.txt,0.650015,83
100-600-005.txt,0.628949,90
100-600-006.txt,0.69259,84
100-600-007.txt,0.671078,95
100-600-008.txt,0.661535,87
100-600-009.txt,0.686809,94
100-600-010.txt,0.616513,91
100-600-011.txt,0.620183,92
100-600-012.txt,0.615287,87
100-600-013.txt,0.623456,93
100-600-014.txt,0.672116,87
100-600-015.txt,0.672314,97
100-600-016.txt,0.66909,90
100-600-017.txt,0.638731,83
100-600-018.txt,0.647774,91
100-600-019.txt,0.643385,92
100-600-020.txt,0.64151,94
100-600-021.txt,0.65951,92
100-600-022.txt,0.650036,93
100-600-023.txt,0.676855,90
100-600-024.txt,0.710279,90
100-600-025.txt,0.700971,97
100-600-026.txt,0.697769,97
100-600-027.txt,0.69662,91
100-600-028.txt,0.6539,87
100-600-029.txt,0.650069,87
100-600-030.txt,0.629612,87
100-600-031.txt,0.62831,89
100-600-032.txt,0.683577,94
100-600-033.txt,0.61279,95
100-600-034.txt,0.634018,92
100-600-035.txt,0.619366,94
100-600-036.txt,0.654187,92
100-600-037.txt,0.64608,89
100-600-038.txt,0.656142,91
100-600-039.txt,0.637493,89
100-600-040.txt,0.649945,89
100-600-041.txt,0.637941,88
100-600-042.txt,0.677184,86
100-600-043.txt,0.669603,94
100-600-044.txt,0.650963,94
100-600-045.txt,0.66132,99
100-600-046.txt,0.683869,88
100-600-047.txt,0.628109,85
100-600-048.txt,0.617695,93
100-600-049.txt,0.609004,93
100-600-050.txt,0.657245,94
100-600-051.txt,0.640445,83
100-600-052.txt,0.676556,92
100-600-053.txt,0.634022,94
100-600-054.txt,0.624043,87
100-600-055.txt,0.702164,92
100-600-056.txt,0.666325,92
100-600-057.txt,0.666641,96
100-600-058.txt,0.615191,92
100-600-059.txt,0.64785,98
100-600-060.txt,0.639593,91
100-600-061.txt,0.686447,88
100-600-062.txt,0.664741,85
100-600-063.txt,0.658785,89
100-600-064.txt,0.646342,88
100-600-065.txt,0.678265,91
100-600-066.txt,0.678251,85
100-600-067.txt,0.605058,94
100-600-068.txt,0.65482,95
100-600-069.txt,0.664761,94
100-600-070.txt,0.650882,88
100-600-071.txt,0.704034,93
100-600-072.txt,0.709778,94
100-600-073.txt,0.65793,87
100-600-074.txt,0.668627,93
100-600-075.txt,0.682462,92
100-600-076.txt,0.644551,85
100-600-077.txt,0.58196,92
100-600-078.txt,0.595638,90
